Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
1295730,2020-06-21 03:59:11,4908846471916297,fraud_Christiansen-Gusikowski,misc_pos,60.51,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,8433528e074868a9223e0fee9fb22d55,1371787151,33.006772999999995,-96.927801,0,75007.0
1295731,2020-06-21 03:59:21,30230540139182,fraud_Koepp-Witting,grocery_pos,103.4,Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1974-05-18,aa8fa2add0947f7e2df2c23dee463118,1371787161,41.564577,-76.907169,0,17765.0
1295732,2020-06-21 03:59:36,3590736522064285,fraud_Cummings Group,grocery_net,55.61,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,39c836187a5c4ae9ac4c24972088e878,1371787176,33.601124,-93.390782,0,71858.0
1295733,2020-06-21 03:59:46,4005676619255478,fraud_Koss and Sons,gas_transport,10.2,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,1994-05-31,0c1c20470fc0d16019b5c368cadf563a,1371787186,31.363252000000003,-89.932309,1,39483.0
1295734,2020-06-21 03:59:59,374238209524200,"fraud_Huel, Hammes and Witting",grocery_pos,134.63,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,97033,45.0838,-120.6649,60,Museum education officer,1942-04-03,979ab6caf92978e93fd1aeab1fa38311,1371787199,44.778786,-121.426121,0,
1295735,2020-06-21 04:01:09,30263540414123,"fraud_Moore, Dibbert and Koepp",misc_net,7.19,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,1961-11-24,ed97a1175a019df64c2616b448593609,1371787269,38.214892,-112.708332,0,84731.0
1295736,2020-06-21 04:01:12,4239552724014407,fraud_Spencer-Runolfsson,misc_pos,153.75,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1936-03-27,9ea5c3b5f3ee3923e1e33abe1a259fcb,1371787272,41.414554,-83.646969,0,43402.0
1295737,2020-06-21 04:01:37,30364087349027,fraud_Heller-Langosh,gas_transport,75.7,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1982-02-05,0ca2cd7960359a382929701e0f8b964f,1371787297,35.187696,-96.97402,0,74852.0
1295738,2020-06-21 04:02:50,2266735643685262,"fraud_Parisian, Schiller and Altenwerth",misc_net,8.06,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1972-07-25,3dd13bfd02b00305a05fceb31452b04e,1371787370,33.722744,-86.099052,0,35131.0
1295739,2020-06-21 04:03:00,180046617132290,fraud_Schulist Ltd,food_dining,45.65,Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,62939,37.575,-88.9655,3119,"Teacher, secondary school",1942-04-17,69a17afef63ca176398bed7a7035f3df,1371787380,36.651122,-88.77006999999999,0,42088.0
1295740,2020-06-21 04:03:14,3575789281659026,fraud_Prohaska-Murray,gas_transport,51.67,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,03a1739b12b591785a3d7d8f77f7fbf2,1371787394,38.477266,-93.280466,0,65335.0
1295741,2020-06-21 04:03:21,6011860238257910,fraud_Schmidt and Sons,shopping_net,4.84,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,991e96522e0745e0bcad569271d4e10e,1371787401,36.686738,-98.411938,0,73728.0
1295742,2020-06-21 04:04:10,30135235368675,fraud_Herman Inc,misc_pos,84.43,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,f2d71458d7b6f88784862bc2a52fc2d9,1371787450,39.175116,-93.406822,0,65339.0
1295743,2020-06-21 04:04:10,6595970453799027,"fraud_Parisian, Schiller and Altenwerth",misc_net,37.14,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,9088431c374686a8d640c4eaacd1bfb6,1371787450,41.558158,-74.862665,0,12743.0
1295744,2020-06-21 04:04:13,4383521454815,fraud_Volkman Ltd,misc_net,3.86,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,78c049acff1c8a539512202fd65d764d,1371787453,39.186725,-85.545259,0,47283.0
1295745,2020-06-21 04:04:30,4149635823017,fraud_Bartoletti-Wunsch,gas_transport,61.91,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,5345dd7bc2c32cd43cd7d926b0666bb9,1371787470,34.244232000000004,-86.89592900000001,0,35179.0
1295746,2020-06-21 04:06:00,6593250708747804,fraud_Spencer-Runolfsson,misc_pos,5.89,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1977-01-04,8fa23d70a004a84fe9c8e22fe318f408,1371787560,27.418598,-80.85413299999999,0,34972.0
1295747,2020-06-21 04:06:57,2713913904780408,fraud_Donnelly PLC,misc_net,4.31,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,7d70198c720afc70bd7548e5d991690a,1371787617,32.539519,-90.984986,0,71276.0
1295748,2020-06-21 04:07:06,583699482621,fraud_Volkman Ltd,misc_net,3.17,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",1936-07-22,ba476557122613b17486d7314bdf7760,1371787626,44.361007,-88.953776,0,54983.0
1295749,2020-06-21 04:07:39,4855488158131690372,fraud_Cole PLC,grocery_pos,100.51,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,f11f03e7c324b5127793ebe82f2d6390,1371787659,44.947816,-73.120351,0,5488.0
1295750,2020-06-21 04:07:54,30510856607165,fraud_Pouros-Haag,shopping_pos,5.51,Frederick,Robinson,M,1125 Ray Track,Livonia,MI,48154,42.3958,-83.3772,96942,Horticultural consultant,1965-04-01,e0c6d2a6b13f8757d58ca9070c148523,1371787674,42.612099,-82.448074,0,48001.0
1295751,2020-06-21 04:07:58,3514865930894695,fraud_Kuphal-Predovic,misc_net,2.15,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,165313d61ed264369981a3a10bf50f99,1371787678,32.587787,-106.579108,0,
1295752,2020-06-21 04:08:00,6547670341037171,fraud_Torphy-Goyette,shopping_pos,8.73,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,1945-05-05,43896fd151eb182efde0970ba2aa5845,1371787680,39.715047,-75.678575,0,19808.0
1295753,2020-06-21 04:08:23,4450831335606294,"fraud_Kerluke, Kertzmann and Wiza",misc_net,7.09,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,5dfa7d2c872b4a1b96f59eea03f3150d,1371787703,34.11946,-94.671632,0,74728.0
1295754,2020-06-21 04:08:47,501899453424,"fraud_Reilly, Heaney and Cole",gas_transport,73.09,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1970-01-08,2184ac150c7167ff6ec7d892523a47c3,1371787727,33.297775,-85.025954,0,30217.0
1295755,2020-06-21 04:09:07,3589289942931264,fraud_Spinka Inc,grocery_net,53.99,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,661d7bddc020fb88e2db867c37700c16,1371787747,43.313609,-97.002764,0,57015.0
1295756,2020-06-21 04:10:31,6011999606625827,fraud_Friesen-Stamm,gas_transport,85.71,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1965-06-30,2eb76bff46f3b949db3641e73ecf7ff2,1371787831,41.433032,-74.18094,0,10992.0
1295757,2020-06-21 04:10:38,4239552724014407,fraud_Donnelly PLC,misc_net,98.29,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1936-03-27,d29d34d2c243c9b2a8227bb08ed33db2,1371787838,41.824396,-83.927741,0,49268.0
1295758,2020-06-21 04:10:39,180017442990269,fraud_Herzog Ltd,misc_pos,4.55,Michelle,Anderson,F,28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",1939-06-01,3606768d8761212c1093588b1c8f1150,1371787839,42.201567,-72.90604599999999,0,1008.0
1295759,2020-06-21 04:10:59,341546199006537,fraud_Block-Parisian,misc_net,3.16,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,fd2cfb9b853f1850ded3bb11b12a368f,1371787859,64.990177,-165.48428700000002,0,
1295760,2020-06-21 04:11:05,2229378226512508,fraud_Koepp-Parker,grocery_pos,96.81,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,22e101b5f4198e4e46c6351a673f0b50,1371787865,43.51885,-91.234015,0,54632.0
1295761,2020-06-21 04:11:16,3558652751678952,"fraud_Schaefer, McGlynn and Bosco",gas_transport,68.23,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,1931-01-26,630cb2109c7883eab410c0823b4915b1,1371787876,33.364486,-95.196397,0,75487.0
1295762,2020-06-21 04:11:47,36722699017270,"fraud_Tillman, Fritsch and Schmitt",misc_net,17.66,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,596edaeba30de5aa1734a4729d6c02f6,1371787907,33.234379,-110.494965,0,
1295763,2020-06-21 04:13:14,4745996322265,"fraud_Schumm, Bauch and Ondricka",grocery_pos,43.79,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,4914d62bb9408e489a7878fa1f6d1a4c,1371787994,41.847717,-87.458534,0,60615.0
1295764,2020-06-21 04:13:30,3540862542587229,fraud_Metz-Boehm,shopping_pos,9.15,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,1941-11-16,d2f7a36795adb631065ee71226418be5,1371788010,44.235577,-111.434171,0,
1295765,2020-06-21 04:13:53,4841313716651064,fraud_Bashirian Group,shopping_net,85.74,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",1989-10-28,32883d1754cd65324712a8df22e9724e,1371788033,43.476928,-72.165515,0,3753.0
1295766,2020-06-21 04:14:05,3533012926413100,fraud_Murray-Smitham,grocery_pos,119.34,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,f9a689abb20ec7e6c95e66e10912c6c3,1371788045,42.947249,-75.257204,0,13318.0
1295767,2020-06-21 04:14:23,213180742685905,fraud_Kunde-Sanford,misc_net,3.54,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,ca4d178e6597328c8bcf1455fea8445b,1371788063,41.043663,-123.538228,0,95546.0
1295768,2020-06-21 04:14:30,3519607465576254,fraud_Berge LLC,gas_transport,81.19,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,129b34e1ce4f86d93cf3ad53af724f54,1371788070,40.034637,-124.551029,0,
1295769,2020-06-21 04:14:43,3598215285024754,"fraud_Tillman, Fritsch and Schmitt",misc_net,3.79,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,742c4e3e959b36aa038e23528c75b65a,1371788083,39.812004,-72.73292,0,
1295770,2020-06-21 04:14:48,2286236465059468,"fraud_Okuneva, Schneider and Rau",shopping_pos,88.94,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,efb07af65a2d653649893745b50ec962,1371788088,38.038215,-94.199998,0,64783.0
1295771,2020-06-21 04:15:11,6597888193422452,fraud_Rempel Inc,shopping_net,3.18,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,eac335c8ade3a5998a14eea4c70cea3a,1371788111,34.249806,-98.698534,0,73546.0
1295772,2020-06-21 04:15:14,561942763351,"fraud_Yost, Block and Koepp",misc_pos,251.07,Melissa,Brown,F,330 Montoya Ramp,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,1986-03-14,1fc11c028026c999e892158188985266,1371788114,39.01103,-77.435999,0,20166.0
1295773,2020-06-21 04:15:14,5130484058948421,"fraud_Altenwerth, Cartwright and Koss",shopping_net,87.08,Ronald,White,M,25713 Hamilton Grove Apt. 903,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,1978-12-25,f60f1c186f55b8dae949992250734898,1371788114,41.53819,-83.871052,0,43558.0
1295774,2020-06-21 04:15:21,4128730454058057622,fraud_Emard Inc,gas_transport,37.23,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,5dceacd75186181079a8646a9f760662,1371788121,31.880484000000003,-94.194058,0,75974.0
1295775,2020-06-21 04:15:55,4149635823017,fraud_Huels-Nolan,gas_transport,86.7,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,61835f4a9b4d773f2db0a44c1edbb395,1371788155,33.767166,-85.633933,0,36265.0
1295776,2020-06-21 04:17:55,6538441737335434,fraud_Vandervort-Funk,grocery_pos,52.33,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,8217f333f0c621f9529f909f3fe0328e,1371788275,42.311571,-80.837345,0,
1295777,2020-06-21 04:18:07,3598895972308782,fraud_Pfeffer and Sons,shopping_pos,8.98,Kenneth,Richards,M,994 Livingston Extensions Suite 918,Norwalk,OH,44857,41.2403,-82.6078,23805,Copy,1970-02-22,a9a783d80f208631b5db2e5fe0b144f7,1371788287,40.248626,-82.888416,0,43074.0
1295778,2020-06-21 04:18:24,571844099986,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,102.25,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,c8c2ca4af95fbe0065ef56c36b969b0c,1371788304,38.092942,-85.23729399999999,0,40022.0
1295779,2020-06-21 04:19:53,4727244663135968,fraud_Haley Group,misc_pos,2.65,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1929-05-30,96a61356463e562d49741c8bed979313,1371788393,30.817083,-88.489239,0,36587.0
1295780,2020-06-21 04:20:11,4294040533480516,"fraud_Olson, Becker and Koch",gas_transport,77.31,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,13b0a54506a4ac42cad09e3ae61f20a5,1371788411,33.152234,-82.182744,0,30816.0
1295781,2020-06-21 04:20:33,4467456915153312231,fraud_Auer-West,shopping_net,5.07,Rita,Myers,F,75703 Hernandez Corner Suite 348,Tampa,FL,33620,28.06,-82.4079,717255,Waste management officer,1966-09-16,0b74d92c25b99244593c5a54a785ef2a,1371788433,27.370136,-83.097616,0,
1295782,2020-06-21 04:20:54,4169759661243568,fraud_Hudson-Ratke,grocery_pos,100.91,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,20009e5504efeb718521286ad2b23757,1371788454,40.047576,-76.208507,0,17576.0
1295783,2020-06-21 04:21:08,4424338559877976,"fraud_Greenholt, Jacobi and Gleason",gas_transport,57.51,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,1957-11-12,bb762e4d2758fafdd5aabecbdf06e577,1371788468,41.334222,-84.004828,0,43535.0
1295784,2020-06-21 04:21:08,4063094974360571498,fraud_Kassulke PLC,shopping_net,3.69,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,4156809bdd7319503da7afc62a32c069,1371788468,41.2225,-112.002723,0,84401.0
1295785,2020-06-21 04:21:23,2264937662466770,fraud_Luettgen PLC,gas_transport,60.49,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,dd890029f8e25bf8dd9fb0a76ad9eeb5,1371788483,30.303320000000003,-97.83687,0,78746.0
1295786,2020-06-21 04:22:46,4789911625179723,"fraud_Mosciski, Gislason and Mertz",grocery_pos,230.57,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,23abcf1a0fdf1076e572e0a74de08086,1371788566,39.948312,-73.493443,0,
1295787,2020-06-21 04:23:14,3586955669388457,"fraud_Towne, Greenholt and Koepp",shopping_net,79.91,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",1994-12-08,0d46223e8ce48109458fec89e14948b1,1371788594,39.829544,-79.528688,0,15470.0
1295788,2020-06-21 04:24:02,2348245054386329,fraud_Mohr Inc,shopping_pos,63.81,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,ae42beb28e0b5cef8d7d566c043d8766,1371788642,42.614299,-80.63502199999999,0,
1295789,2020-06-21 04:24:09,4364010865167176,fraud_Bins-Rice,gas_transport,83.73,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,61e50bbc86295fc3477150aff794874c,1371788649,38.78197,-118.915472,0,
1295790,2020-06-21 04:24:16,3586008444788268,fraud_Flatley Group,misc_pos,161.99,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,6fbfb1d1da393a01a14abce57e19e3b9,1371788656,46.563475,-121.676093,0,98361.0
1295791,2020-06-21 04:24:23,4070511711385545,fraud_Volkman-Predovic,shopping_net,7.02,Stephanie,Hopkins,F,44089 Carrie Crossing Suite 954,Falls City,TX,78113,28.9814,-98.0156,2435,"Engineer, mining",1967-04-09,06be33035ce30e53063dc6da67ee269b,1371788663,29.026467,-98.102288,0,78113.0
1295792,2020-06-21 04:24:33,348379466427142,fraud_Morissette PLC,shopping_pos,263.85,Michael,Rowe,M,7428 Martinez Flats,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,1957-01-23,767fa785e78b83c0ee858152e38ecb3f,1371788673,28.712402,-81.107073,0,32732.0
1295793,2020-06-21 04:24:43,371226440126102,fraud_Nader-Heller,misc_net,60.96,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,973983367c9f609da8bc8a87868ee8c8,1371788683,38.45806,-89.61428199999999,0,62271.0
1295794,2020-06-21 04:24:50,377113842678100,"fraud_Lehner, Mosciski and King",misc_net,16.01,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,1965-03-25,e6d2df6bcd1fbb3fa4107c97fec2e8ce,1371788690,40.254265,-75.31388100000001,0,19440.0
1295795,2020-06-21 04:24:55,4935858973307492,fraud_Christiansen-Gusikowski,misc_pos,35.38,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.17399999999999,1841,Film/video editor,1975-06-01,cfad75549e969673d309b5962a270a57,1371788695,31.819296,-83.166309,0,31750.0
1295796,2020-06-21 04:25:21,4623560839669,"fraud_Olson, Becker and Koch",gas_transport,69.01,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954-07-15,3c848de644513d265212ac03d41f9b77,1371788721,42.981397,-95.447777,0,51058.0
1295797,2020-06-21 04:26:48,4393520897625,fraud_Cummerata-Jones,gas_transport,65.83,Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,1982-05-20,4063b257dc4fe37d0684d24ef5e884a1,1371788808,39.551095,-95.877956,0,66416.0
1295798,2020-06-21 04:27:12,372509258176510,"fraud_Kutch, Hermiston and Farrell",gas_transport,38.67,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,62ab4201d3238421571f05a605e79eee,1371788832,42.315236,-83.64047,0,48105.0
1295799,2020-06-21 04:28:04,4147608975828480,fraud_Kilback LLC,grocery_pos,118.64,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,1944-07-26,c0e7bf040fc69796f5968ccccd85a06c,1371788884,43.883145,-94.7898,0,56160.0
1295800,2020-06-21 04:28:16,4066595222529,fraud_McDermott-Weimann,grocery_pos,141.81,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,fdf95cc4d408d2d5f8e6a9f7956dc386,1371788896,38.633363,-83.372771,0,41179.0
1295801,2020-06-21 04:32:19,4634955908138648,"fraud_Mosciski, Gislason and Mertz",grocery_pos,97.84,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,d73ac5f704e13b78a2b66bb9c94b4660,1371789139,42.399114,-96.04221,0,51015.0
1295802,2020-06-21 04:32:20,4862293128558,fraud_Terry-Huel,shopping_net,3.56,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,1956-09-15,feb2c94cd2f9e351f69864876bef8a42,1371789140,41.19095,-78.792601,0,15824.0
1295803,2020-06-21 04:32:33,213126662687660,fraud_Bradtke PLC,grocery_pos,47.97,Christopher,Luna,M,242 Brian Mountain,Laredo,TX,78040,27.5155,-99.4986,248858,Video editor,1971-01-28,0e53e945b13ab6c78e2e2ae5f0af207d,1371789153,27.200286,-99.967304,0,
1295804,2020-06-21 04:32:49,4302475216404898,fraud_Thiel-Thiel,entertainment,26.49,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,1964-08-08,209bea1d477ec13a0109a856919d9793,1371789169,42.507207,-94.023583,0,50532.0
1295805,2020-06-21 04:33:01,676281772837,"fraud_Greenfelder, Bartoletti and Davis",misc_net,9.22,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,a13305b5f3a92dfac9f78b16d7a8addb,1371789181,30.262676000000003,-85.03386,0,
1295806,2020-06-21 04:33:59,180094419304907,"fraud_Rowe, Batz and Goodwin",grocery_pos,183.44,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,ad3fe778cf5743e1669f4e6a42bd94ad,1371789239,33.149637,-116.602973,0,92066.0
1295807,2020-06-21 04:34:24,2576709887791552,"fraud_Greenholt, Jacobi and Gleason",gas_transport,69.1,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,2c791e74b9dc53abc97d0aaba27e0798,1371789264,33.290858,-117.13238,0,92003.0
1295808,2020-06-21 04:34:59,213178765398315,fraud_Huel-Langworth,misc_net,12.53,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11,69bacd005911f438da7e68e6926d12a5,1371789299,42.385049,-109.089011,0,
1295809,2020-06-21 04:35:08,345832460465610,fraud_Doyle Ltd,grocery_pos,61.76,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,1950-11-20,dce3d18f4f26b553b379001c8dab8c6b,1371789308,38.378341,-76.400091,0,20657.0
1295810,2020-06-21 04:36:08,213155997615567,fraud_Haley Group,misc_pos,31.98,James,Yoder,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,1978-10-04,6f5da237ee01d6c6afc324d141b9848a,1371789368,39.558004,-79.077021,0,21521.0
1295811,2020-06-21 04:36:53,4710792708725663,fraud_Kuhic Inc,grocery_pos,69.56,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,a0dcae0b10e1b38ebd6027b864aa982e,1371789413,40.548486,-84.43464,0,45885.0
1295812,2020-06-21 04:37:48,346243940647414,fraud_Torp-Labadie,gas_transport,80.4,Sean,Miller,M,6340 Jeffrey Dale,Thornville,OH,43076,39.8974,-82.4071,9051,Audiological scientist,1983-01-08,d119d65979b405b4cd32cafdd40e0afc,1371789468,38.981458,-82.221262,0,45620.0
1295813,2020-06-21 04:38:11,370877495212014,fraud_Luettgen PLC,gas_transport,67.29,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,c379afe154f1b8da1260fac4e7b64d08,1371789491,36.517218,-80.949692,0,28623.0
1295814,2020-06-21 04:39:34,676281772837,fraud_Vandervort-Funk,grocery_pos,96.37,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,372af97373323792908de9ecc685075f,1371789574,30.954199,-83.793961,0,31778.0
1295815,2020-06-21 04:39:40,3565196229855512,fraud_Stark-Batz,entertainment,198.46,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",1950-09-15,894a288a74452ed91d3f2a39b93ebbff,1371789580,40.20737,-92.534122,0,63501.0
1295816,2020-06-21 04:40:38,3562679455732797,fraud_Mohr Inc,shopping_pos,3.75,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,21658,39.0026,-76.1424,3862,Maintenance engineer,1962-12-06,a41242fd9570968f1ef5a0395ab92081,1371789638,38.789593,-75.650864,0,19950.0
